"Timestamp";"CPU cores";"CPU capacity provisioned [MHZ]";"CPU usage [MHZ]";"CPU usage [%]";"Memory capacity provisioned [KB]";"Memory usage [KB]";"Memory usage [%]";"Disk read throughput [KB/s]";"Disk write throughput [KB/s]";"Disk size [GB]";"Network received throughput [KB/s]";"Network transmitted throughput [KB/s]"
"04.12.2015 00:00:00";"2";"0";"131";"2,75";"8388608";"362388";"4,32";"0";"37";"118";"4";"4"
"04.12.2015 00:05:00";"2";"0";"160";"3,34";"8388608";"670250";"7,99";"1";"56";"118";"4";"3"
"04.12.2015 00:10:00";"2";"0";"136";"2,84";"8388608";"765041";"9,12";"4";"50";"118";"4";"3"
"04.12.2015 00:15:00";"2";"0";"129";"2,7";"8388608";"563714";"6,72";"0";"40";"118";"4";"4"
"04.12.2015 00:20:00";"2";"0";"148";"3,08";"8388608";"530160";"6,32";"2";"97";"118";"4";"4"
"04.12.2015 00:25:00";"2";"0";"139";"2,91";"8388608";"552809";"6,59";"1";"40";"118";"4";"4"
"04.12.2015 00:30:00";"2";"0";"131";"2,73";"8388608";"390070";"4,65";"0";"38";"118";"4";"4"
"04.12.2015 00:35:00";"2";"0";"138";"2,89";"8388608";"435369";"5,19";"11";"59";"118";"4";"4"
"04.12.2015 00:40:00";"2";"0";"355";"7,41";"8388608";"1039349";"12,39";"10";"599";"118";"27";"237"
"04.12.2015 00:45:00";"2";"0";"143";"3";"8388608";"787690";"9,39";"1";"50";"118";"4";"4"
"04.12.2015 00:50:00";"2";"0";"137";"2,87";"8388608";"435369";"5,19";"0";"41";"118";"4";"4"
"04.12.2015 00:55:00";"2";"0";"134";"2,8";"8388608";"452146";"5,39";"0";"38";"118";"4";"4"
"04.12.2015 01:00:00";"2";"0";"130";"2,72";"8388608";"351483";"4,19";"3";"37";"118";"4";"4"
"04.12.2015 01:05:00";"2";"0";"163";"3,41";"8388608";"737359";"8,79";"4";"53";"118";"4";"3"
"04.12.2015 01:10:00";"2";"0";"139";"2,9";"8388608";"731487";"8,72";"1";"44";"118";"4";"4"
"04.12.2015 01:15:00";"2";"0";"131";"2,74";"8388608";"502478";"5,99";"0";"39";"118";"4";"4"
"04.12.2015 01:20:00";"2";"0";"141";"2,95";"8388608";"536032";"6,39";"0";"42";"118";"4";"4"
"04.12.2015 01:25:00";"2";"0";"142";"2,98";"8388608";"519255";"6,19";"0";"39";"118";"4";"4"
"04.12.2015 01:30:00";"2";"0";"134";"2,81";"8388608";"502478";"5,99";"0";"38";"118";"4";"4"
"04.12.2015 01:35:00";"2";"0";"140";"2,93";"8388608";"485700";"5,79";"8";"61";"118";"4";"4"
"04.12.2015 01:40:00";"2";"0";"147";"3,08";"8388608";"630823";"7,52";"1";"47";"118";"4";"3"
"04.12.2015 01:45:00";"2";"0";"137";"2,87";"8388608";"519255";"6,19";"0";"39";"118";"4";"3"
"04.12.2015 01:50:00";"2";"0";"142";"2,96";"8388608";"641729";"7,65";"0";"41";"118";"4";"4"
"04.12.2015 01:55:00";"2";"0";"152";"3,18";"8388608";"586364";"6,99";"0";"40";"118";"4";"3"
"04.12.2015 02:00:00";"2";"0";"131";"2,74";"8388608";"524288";"6,25";"0";"38";"118";"4";"4"
"04.12.2015 02:05:00";"2";"0";"172";"3,59";"8388608";"624951";"7,45";"0";"54";"118";"4";"4"
"04.12.2015 02:10:00";"2";"0";"147";"3,07";"8388608";"754136";"8,99";"6";"55";"118";"4";"4"
