"Timestamp";"CPU cores";"CPU capacity provisioned [MHZ]";"CPU usage [MHZ]";"CPU usage [%]";"Memory capacity provisioned [KB]";"Memory usage [KB]";"Memory usage [%]";"Disk read throughput [KB/s]";"Disk write throughput [KB/s]";"Disk size [GB]";"Network received throughput [KB/s]";"Network transmitted throughput [KB/s]"
"04.12.2015 00:00:00";"2";"0";"21";"0,46";"2097152";"83676";"3,99";"0";"43";"22";"1";"1"
"04.12.2015 00:05:00";"2";"0";"24";"0,53";"2097152";"135266";"6,45";"0";"45";"22";"1";"1"
"04.12.2015 00:10:00";"2";"0";"24";"0,53";"2097152";"140929";"6,72";"0";"47";"22";"1";"1"
"04.12.2015 00:15:00";"2";"0";"21";"0,46";"2097152";"89129";"4,25";"0";"44";"22";"1";"1"
"04.12.2015 00:20:00";"2";"0";"22";"0,49";"2097152";"92065";"4,39";"0";"44";"22";"1";"1"
"04.12.2015 00:25:00";"2";"0";"24";"0,54";"2097152";"108842";"5,19";"0";"48";"22";"1";"1"
"04.12.2015 00:30:00";"2";"0";"21";"0,46";"2097152";"83676";"3,99";"0";"44";"22";"1";"1"
"04.12.2015 00:35:00";"2";"0";"23";"0,52";"2097152";"62705";"2,99";"0";"45";"22";"1";"1"
"04.12.2015 00:40:00";"2";"0";"24";"0,53";"2097152";"76546";"3,65";"0";"48";"22";"1";"1"
"04.12.2015 00:45:00";"2";"0";"20";"0,46";"2097152";"101712";"4,85";"0";"45";"22";"1";"1"
"04.12.2015 00:50:00";"2";"0";"22";"0,5";"2097152";"129814";"6,19";"0";"44";"22";"1";"1"
"04.12.2015 00:55:00";"2";"0";"24";"0,53";"2097152";"97518";"4,65";"0";"48";"22";"1";"1"
"04.12.2015 01:00:00";"2";"0";"21";"0,46";"2097152";"114295";"5,45";"0";"44";"22";"1";"1"
"04.12.2015 01:05:00";"2";"0";"24";"0,53";"2097152";"114295";"5,45";"0";"46";"22";"1";"1"
"04.12.2015 01:10:00";"2";"0";"24";"0,53";"2097152";"129814";"6,19";"0";"48";"22";"1";"1"
"04.12.2015 01:15:00";"2";"0";"20";"0,45";"2097152";"117231";"5,59";"0";"45";"22";"1";"1"
"04.12.2015 01:20:00";"2";"0";"22";"0,49";"2097152";"83676";"3,99";"0";"45";"22";"1";"1"
"04.12.2015 01:25:00";"2";"0";"24";"0,54";"2097152";"92065";"4,39";"0";"48";"22";"1";"1"
"04.12.2015 01:30:00";"2";"0";"20";"0,46";"2097152";"93323";"4,45";"0";"44";"22";"1";"1"
"04.12.2015 01:35:00";"2";"0";"23";"0,52";"2097152";"114295";"5,45";"0";"46";"22";"1";"1"
"04.12.2015 01:40:00";"2";"0";"24";"0,53";"2097152";"115763";"5,52";"0";"48";"22";"1";"1"
"04.12.2015 01:45:00";"2";"0";"21";"0,47";"2097152";"117231";"5,59";"0";"45";"22";"1";"1"
"04.12.2015 01:50:00";"2";"0";"22";"0,5";"2097152";"105906";"5,05";"0";"45";"22";"1";"1"
"04.12.2015 01:55:00";"2";"0";"24";"0,53";"2097152";"152044";"7,25";"0";"48";"22";"1";"1"
"04.12.2015 02:00:00";"2";"0";"20";"0,46";"2097152";"72352";"3,45";"0";"44";"22";"1";"1"
"04.12.2015 02:05:00";"2";"0";"24";"0,53";"2097152";"93323";"4,45";"0";"46";"22";"1";"1"
"04.12.2015 02:10:00";"2";"0";"24";"0,52";"2097152";"104648";"4,99";"0";"47";"22";"1";"1"
"04.12.2015 02:15:00";"2";"0";"20";"0,46";"2097152";"66899";"3,19";"0";"45";"22";"1";"1"
"04.12.2015 02:20:00";"2";"0";"22";"0,49";"2097152";"87871";"4,19";"0";"45";"22";"1";"1"
"04.12.2015 02:25:00";"2";"0";"24";"0,54";"2097152";"129814";"6,19";"0";"48";"22";"1";"1"
"04.12.2015 02:30:00";"2";"0";"21";"0,46";"2097152";"118489";"5,65";"0";"44";"22";"1";"1"
"04.12.2015 02:35:00";"2";"0";"23";"0,52";"2097152";"96259";"4,59";"0";"46";"22";"1";"1"
"04.12.2015 02:40:00";"2";"0";"24";"0,54";"2097152";"113036";"5,39";"0";"47";"22";"1";"1"
"04.12.2015 02:45:00";"2";"0";"21";"0,46";"2097152";"104648";"4,99";"0";"45";"22";"1";"1"
"04.12.2015 02:50:00";"2";"0";"22";"0,49";"2097152";"105906";"5,05";"0";"45";"22";"1";"1"
"04.12.2015 02:55:00";"2";"0";"24";"0,54";"2097152";"103180";"4,92";"0";"48";"22";"1";"1"
"04.12.2015 03:00:00";"2";"0";"20";"0,46";"2097152";"111568";"5,32";"0";"44";"22";"1";"1"
"04.12.2015 03:05:00";"2";"0";"24";"0,53";"2097152";"125619";"5,99";"0";"46";"22";"1";"1"
"04.12.2015 03:10:00";"2";"0";"28";"0,62";"2097152";"113036";"5,39";"0";"74";"22";"1";"1"
"04.12.2015 03:15:00";"2";"0";"19";"0,43";"2097152";"150785";"7,19";"0";"45";"22";"1";"1"
"04.12.2015 03:20:00";"2";"0";"21";"0,48";"2097152";"113036";"5,39";"0";"44";"22";"1";"1"
"04.12.2015 03:25:00";"2";"0";"25";"0,54";"2097152";"121425";"5,79";"0";"48";"22";"1";"1"
"04.12.2015 03:30:00";"2";"0";"21";"0,47";"2097152";"92065";"4,39";"0";"44";"22";"1";"1"
"04.12.2015 03:35:00";"2";"0";"24";"0,53";"2097152";"117231";"5,59";"0";"46";"22";"1";"1"
"04.12.2015 03:40:00";"2";"0";"24";"0,53";"2097152";"108842";"5,19";"0";"47";"22";"1";"1"
"04.12.2015 03:45:00";"2";"0";"21";"0,46";"2097152";"97518";"4,65";"0";"45";"22";"1";"1"
"04.12.2015 03:50:00";"2";"0";"22";"0,5";"2097152";"126878";"6,05";"0";"44";"22";"1";"1"
"04.12.2015 03:55:00";"2";"0";"24";"0,53";"2097152";"101712";"4,85";"0";"48";"22";"1";"1"
"04.12.2015 04:00:00";"2";"0";"21";"0,46";"2097152";"142397";"6,79";"0";"44";"22";"1";"1"
"04.12.2015 04:05:00";"2";"0";"23";"0,52";"2097152";"110100";"5,25";"0";"46";"22";"1";"1"
"04.12.2015 04:10:00";"2";"0";"24";"0,53";"2097152";"89129";"4,25";"0";"42";"22";"1";"1"
"04.12.2015 04:15:00";"2";"0";"20";"0,45";"2097152";"69625";"3,32";"0";"44";"22";"1";"1"
"04.12.2015 04:20:00";"2";"0";"21";"0,47";"2097152";"84935";"4,05";"0";"44";"22";"1";"1"
"04.12.2015 04:25:00";"2";"0";"20";"0,44";"2097152";"79482";"3,79";"0";"43";"22";"1";"1"
"04.12.2015 04:30:00";"2";"0";"21";"0,48";"2097152";"103180";"4,92";"0";"49";"22";"1";"1"
"04.12.2015 04:35:00";"2";"0";"23";"0,51";"2097152";"121425";"5,79";"0";"44";"22";"1";"1"
"04.12.2015 04:40:00";"2";"0";"21";"0,47";"2097152";"121425";"5,79";"0";"42";"22";"1";"1"
"04.12.2015 04:45:00";"2";"0";"23";"0,52";"2097152";"122683";"5,85";"0";"50";"22";"1";"1"
"04.12.2015 04:50:00";"2";"0";"23";"0,5";"2097152";"115763";"5,52";"0";"43";"22";"1";"1"
"04.12.2015 04:55:00";"2";"0";"25";"0,55";"2097152";"97518";"4,65";"0";"47";"22";"1";"1"
"04.12.2015 05:00:00";"2";"0";"21";"0,47";"2097152";"76546";"3,65";"0";"43";"22";"1";"1"
"04.12.2015 05:05:00";"2";"0";"25";"0,54";"2097152";"135266";"6,45";"0";"45";"22";"1";"2"
