"Timestamp";"CPU cores";"CPU capacity provisioned [MHZ]";"CPU usage [MHZ]";"CPU usage [%]";"Memory capacity provisioned [KB]";"Memory usage [KB]";"Memory usage [%]";"Disk read throughput [KB/s]";"Disk write throughput [KB/s]";"Disk size [GB]";"Network received throughput [KB/s]";"Network transmitted throughput [KB/s]"
"05.11.2015 00:00:00";"2";"0";"3521";"98,06";"8388608";"2129868";"25,39";"433";"67";"598";"287";"624"
"05.11.2015 00:05:00";"2";"0";"3502";"97,55";"8388608";"2660866";"31,72";"1223";"1359";"598";"384";"1256"
"05.11.2015 00:10:00";"2";"0";"3493";"97,3";"8388608";"2062759";"24,59";"653";"86";"598";"394";"1419"
"05.11.2015 00:15:00";"2";"0";"3526";"98,2";"8388608";"2627312";"31,32";"599";"111";"598";"422";"1340"
"05.11.2015 00:20:00";"2";"0";"3536";"98,48";"8388608";"2901620";"34,59";"544";"111";"598";"386";"1033"
"05.11.2015 00:25:00";"2";"0";"3525";"98,19";"8388608";"2482189";"29,59";"548";"130";"598";"414";"1719"
"05.11.2015 00:30:00";"2";"0";"3513";"97,86";"8388608";"2700293";"32,19";"415";"99";"598";"355";"1081"
"05.11.2015 00:35:00";"2";"0";"3528";"98,25";"8388608";"3382287";"40,32";"4921";"76";"598";"348";"973"
"05.11.2015 00:40:00";"2";"0";"3550";"98,89";"8388608";"4019821";"47,92";"4415";"67";"598";"378";"1336"
"05.11.2015 00:45:00";"2";"0";"3576";"99,42";"8388608";"4992900";"59,52";"14499";"343";"598";"416";"5108"
"05.11.2015 00:50:00";"2";"0";"3567";"99,22";"8388608";"5154800";"61,45";"10511";"127";"598";"434";"4993"
"05.11.2015 00:55:00";"2";"0";"3527";"98,24";"8388608";"4495455";"53,59";"2903";"99";"598";"316";"778"
"05.11.2015 01:00:00";"2";"0";"3496";"97,37";"8388608";"4053375";"48,32";"2914";"48";"598";"296";"709"
"05.11.2015 01:05:00";"2";"0";"3402";"94,77";"8388608";"4550820";"54,25";"7527";"8490";"598";"233";"850"
"05.11.2015 01:10:00";"2";"0";"3495";"97,35";"8388608";"4852810";"57,85";"8541";"2659";"598";"373";"725"
"05.11.2015 01:15:00";"2";"0";"3524";"98,15";"8388608";"5032326";"59,99";"3998";"4379";"598";"272";"541"
"05.11.2015 01:20:00";"2";"0";"3517";"97,96";"8388608";"5283984";"62,99";"2536";"6675";"598";"144";"383"
"05.11.2015 01:25:00";"2";"0";"3536";"98,5";"8388608";"5233652";"62,39";"2016";"1478";"598";"222";"757"
"05.11.2015 01:30:00";"2";"0";"3551";"98,9";"8388608";"4092802";"48,79";"3000";"70";"598";"219";"576"
"05.11.2015 01:35:00";"2";"0";"3542";"98,65";"8388608";"5250430";"62,59";"4749";"12525";"598";"196";"338"
"05.11.2015 01:40:00";"2";"0";"3547";"98,77";"8388608";"4970250";"59,25";"12274";"9444";"598";"163";"173"
"05.11.2015 01:45:00";"2";"0";"3550";"98,84";"8388608";"4830999";"57,59";"12549";"1393";"598";"225";"262"
"05.11.2015 01:50:00";"2";"0";"3540";"98,6";"8388608";"4623801";"55,12";"1935";"106";"598";"228";"397"
"05.11.2015 01:55:00";"2";"0";"3502";"97,54";"8388608";"3835272";"45,72";"2127";"98";"598";"265";"459"
"05.11.2015 02:00:00";"2";"0";"3512";"97,81";"8388608";"4031565";"48,06";"2191";"59";"598";"207";"565"
"05.11.2015 02:05:00";"2";"0";"2464";"68,65";"8388608";"5753746";"68,59";"13780";"2899";"598";"165";"501"
"05.11.2015 02:10:00";"2";"0";"2319";"64,61";"8388608";"5540676";"66,05";"9309";"2157";"598";"203";"504"
"05.11.2015 02:15:00";"2";"0";"2980";"83,01";"8388608";"6005404";"71,59";"10240";"1376";"598";"135";"490"
"05.11.2015 02:20:00";"2";"0";"2915";"81,18";"8388608";"5926552";"70,65";"14341";"3149";"598";"135";"189"
"05.11.2015 02:25:00";"2";"0";"3464";"96,46";"8388608";"5552420";"66,19";"10651";"1227";"598";"201";"446"
"05.11.2015 02:30:00";"2";"0";"3498";"97,43";"8388608";"5736969";"68,39";"6451";"1306";"598";"151";"589"
"05.11.2015 02:35:00";"2";"0";"2988";"83,23";"8388608";"5653083";"67,39";"9363";"2497";"598";"118";"247"
"05.11.2015 02:40:00";"2";"0";"1815";"50,55";"8388608";"4847777";"57,79";"707";"112";"598";"193";"574"
"05.11.2015 02:45:00";"2";"0";"326";"9,09";"8388608";"2532521";"30,19";"244";"57";"598";"89";"365"
"05.11.2015 02:50:00";"2";"0";"612";"17,05";"8388608";"2918397";"34,79";"9623";"380";"598";"123";"621"
"05.11.2015 02:55:00";"2";"0";"667";"18,59";"8388608";"4629673";"55,19";"1885";"840";"598";"137";"546"
"05.11.2015 03:00:00";"2";"0";"551";"15,36";"8388608";"3980395";"47,45";"1734";"130";"598";"131";"502"
"05.11.2015 03:05:00";"2";"0";"938";"26,12";"8388608";"4260574";"50,79";"5298";"3275";"598";"110";"769"
"05.11.2015 03:10:00";"2";"0";"566";"15,77";"8388608";"3891475";"46,39";"5918";"102";"598";"82";"274"
"05.11.2015 03:15:00";"2";"0";"543";"15,15";"8388608";"4802478";"57,25";"1390";"495";"598";"109";"337"
"05.11.2015 03:20:00";"2";"0";"1159";"32,28";"8388608";"4680004";"55,79";"1718";"6919";"598";"298";"710"
"05.11.2015 03:25:00";"2";"0";"924";"25,75";"8388608";"3510632";"41,85";"1555";"281";"598";"437";"862"
"05.11.2015 03:30:00";"2";"0";"1217";"33,92";"8388608";"2789212";"33,25";"2229";"1367";"598";"467";"550"
"05.11.2015 03:35:00";"2";"0";"2063";"57,48";"8388608";"4478678";"53,39";"5177";"4437";"598";"561";"745"
"05.11.2015 03:40:00";"2";"0";"1585";"44,16";"8388608";"4763891";"56,79";"1837";"5497";"598";"584";"760"
"05.11.2015 03:45:00";"2";"0";"1083";"30,18";"8388608";"4428346";"52,79";"1961";"4115";"598";"315";"580"
"05.11.2015 03:50:00";"2";"0";"1452";"40,45";"8388608";"4366270";"52,05";"895";"2825";"598";"419";"624"
"05.11.2015 03:55:00";"2";"0";"1174";"32,71";"8388608";"4013949";"47,85";"1320";"2725";"598";"480";"711"
"05.11.2015 04:00:00";"2";"0";"1353";"37,68";"8388608";"4260574";"50,79";"1704";"2727";"598";"634";"973"
"05.11.2015 04:05:00";"2";"0";"1542";"42,96";"8388608";"5205131";"62,05";"3338";"3150";"598";"647";"1252"
"05.11.2015 04:10:00";"2";"0";"1032";"28,76";"8388608";"4680004";"55,79";"1133";"1445";"598";"536";"723"
"05.11.2015 04:15:00";"2";"0";"2163";"60,25";"8388608";"3902380";"46,52";"90630";"206";"598";"793";"1115"
"05.11.2015 04:20:00";"2";"0";"1694";"47,18";"8388608";"3818494";"45,52";"127899";"66";"598";"573";"5595"
"05.11.2015 04:25:00";"2";"0";"1684";"46,91";"8388608";"3975361";"47,39";"102685";"48";"598";"617";"1417"
"05.11.2015 04:30:00";"2";"0";"1915";"53,35";"8388608";"3941807";"46,99";"117790";"42";"598";"710";"2358"
"05.11.2015 04:35:00";"2";"0";"2740";"76,33";"8388608";"4008916";"47,79";"125391";"49";"598";"774";"4357"
"05.11.2015 04:40:00";"2";"0";"1852";"51,59";"8388608";"3941807";"46,99";"156764";"73";"598";"721";"2901"
"05.11.2015 04:45:00";"2";"0";"1891";"52,69";"8388608";"3930063";"46,85";"143664";"220";"598";"645";"1208"
"05.11.2015 04:50:00";"2";"0";"1767";"49,24";"8388608";"4076025";"48,59";"1075";"336";"598";"916";"1792"
