"Timestamp";"CPU cores";"CPU capacity provisioned [MHZ]";"CPU usage [MHZ]";"CPU usage [%]";"Memory capacity provisioned [KB]";"Memory usage [KB]";"Memory usage [%]";"Disk read throughput [KB/s]";"Disk write throughput [KB/s]";"Disk size [GB]";"Network received throughput [KB/s]";"Network transmitted throughput [KB/s]"
"04.01.2016 00:00:00";"2";"0";"222";"6,21";"16777216";"612368";"3,65";"0";"56";"486";"1";"1"
"04.01.2016 00:05:00";"2";"0";"224";"6,27";"16777216";"770074";"4,59";"3";"70";"486";"2";"1"
"04.01.2016 00:10:00";"2";"0";"267";"7,44";"16777216";"1216348";"7,25";"27";"117";"486";"1";"1"
"04.01.2016 00:15:00";"2";"0";"235";"6,57";"16777216";"1239836";"7,39";"1";"139";"486";"2";"1"
"04.01.2016 00:20:00";"2";"0";"223";"6,23";"16777216";"568748";"3,39";"0";"58";"486";"1";"1"
"04.01.2016 00:25:00";"2";"0";"233";"6,5";"16777216";"434530";"2,59";"1";"64";"486";"1";"1"
"04.01.2016 00:30:00";"2";"0";"237";"6,61";"16777216";"367421";"2,19";"1";"60";"486";"1";"1"
"04.01.2016 00:35:00";"2";"0";"341";"9,52";"16777216";"837183";"4,99";"1";"372";"486";"60";"245"
"04.01.2016 00:40:00";"2";"0";"244";"6,82";"16777216";"1172727";"6,99";"1";"103";"486";"1";"1"
"04.01.2016 00:45:00";"2";"0";"219";"6,11";"16777216";"635856";"3,79";"0";"105";"486";"1";"1"
"04.01.2016 00:50:00";"2";"0";"229";"6,4";"16777216";"568748";"3,39";"0";"59";"486";"1";"1"
"04.01.2016 00:55:00";"2";"0";"232";"6,47";"16777216";"602302";"3,59";"0";"60";"486";"1";"1"
"04.01.2016 01:00:00";"2";"0";"218";"6,1";"16777216";"602302";"3,59";"0";"57";"486";"1";"1"
"04.01.2016 01:05:00";"2";"0";"223";"6,23";"16777216";"501639";"2,99";"3";"69";"486";"1";"1"
"04.01.2016 01:10:00";"2";"0";"253";"7,07";"16777216";"993211";"5,92";"0";"64";"486";"1";"1"
"04.01.2016 01:15:00";"2";"0";"218";"6,09";"16777216";"702965";"4,19";"0";"62";"486";"1";"1"
"04.01.2016 01:20:00";"2";"0";"222";"6,2";"16777216";"501639";"2,99";"0";"58";"486";"1";"1"
"04.01.2016 01:25:00";"2";"0";"232";"6,47";"16777216";"602302";"3,59";"0";"63";"486";"1";"1"
"04.01.2016 01:30:00";"2";"0";"241";"6,73";"16777216";"468084";"2,79";"0";"58";"486";"1";"1"
"04.01.2016 01:35:00";"2";"0";"334";"9,32";"16777216";"702965";"4,19";"0";"260";"486";"62";"212"
"04.01.2016 01:40:00";"2";"0";"247";"6,9";"16777216";"1317011";"7,85";"1";"62";"486";"1";"1"
"04.01.2016 01:45:00";"2";"0";"235";"6,56";"16777216";"1072064";"6,39";"0";"78";"486";"1";"1"
"04.01.2016 01:50:00";"2";"0";"228";"6,38";"16777216";"669411";"3,99";"0";"58";"486";"1";"1"
"04.01.2016 01:55:00";"2";"0";"262";"7,32";"16777216";"657667";"3,92";"0";"64";"486";"1";"1"
"04.01.2016 02:00:00";"2";"0";"220";"6,13";"16777216";"679477";"4,05";"0";"61";"486";"1";"1"
"04.01.2016 02:05:00";"2";"0";"211";"5,9";"16777216";"468084";"2,79";"0";"67";"486";"1";"1"
"04.01.2016 02:10:00";"2";"0";"251";"7";"16777216";"1261647";"7,52";"0";"64";"486";"1";"1"
"04.01.2016 02:15:00";"2";"0";"208";"5,8";"16777216";"724776";"4,32";"0";"85";"486";"1";"1"
"04.01.2016 02:20:00";"2";"0";"211";"5,89";"16777216";"468084";"2,79";"0";"61";"486";"1";"1"
"04.01.2016 02:25:00";"2";"0";"218";"6,1";"16777216";"645923";"3,85";"0";"60";"486";"1";"1"
"04.01.2016 02:30:00";"2";"0";"225";"6,28";"16777216";"545260";"3,25";"0";"60";"486";"1";"1"
"04.01.2016 02:35:00";"2";"0";"320";"8,93";"16777216";"791885";"4,72";"0";"274";"486";"58";"215"
"04.01.2016 02:40:00";"2";"0";"242";"6,75";"16777216";"1273391";"7,59";"1";"61";"486";"1";"1"
"04.01.2016 02:45:00";"2";"0";"206";"5,75";"16777216";"1015022";"6,05";"0";"59";"486";"1";"1"
"04.01.2016 02:50:00";"2";"0";"222";"6,21";"16777216";"489895";"2,92";"0";"58";"486";"1";"1"
"04.01.2016 02:55:00";"2";"0";"224";"6,26";"16777216";"511705";"3,05";"0";"61";"486";"1";"1"
"04.01.2016 03:00:00";"2";"0";"210";"5,87";"16777216";"535193";"3,19";"0";"57";"486";"1";"1"
"04.01.2016 03:05:00";"2";"0";"217";"6,06";"16777216";"657667";"3,92";"4";"69";"486";"1";"1"
"04.01.2016 03:10:00";"2";"0";"246";"6,86";"16777216";"1182794";"7,05";"0";"64";"486";"1";"1"
"04.01.2016 03:15:00";"2";"0";"213";"5,95";"16777216";"724776";"4,32";"0";"62";"486";"1";"1"
"04.01.2016 03:20:00";"2";"0";"224";"6,24";"16777216";"578814";"3,45";"102";"87";"486";"1";"1"
"04.01.2016 03:25:00";"2";"0";"224";"6,25";"16777216";"624112";"3,72";"0";"64";"486";"1";"1"
"04.01.2016 03:30:00";"2";"0";"228";"6,38";"16777216";"837183";"4,99";"0";"61";"486";"1";"1"
"04.01.2016 03:35:00";"2";"0";"323";"9";"16777216";"1115685";"6,65";"0";"261";"486";"61";"212"
"04.01.2016 03:40:00";"2";"0";"244";"6,82";"16777216";"1340500";"7,99";"1";"71";"486";"1";"1"
"04.01.2016 03:45:00";"2";"0";"222";"6,19";"16777216";"926102";"5,52";"0";"71";"486";"1";"1"
"04.01.2016 03:50:00";"2";"0";"221";"6,16";"16777216";"713032";"4,25";"0";"57";"486";"1";"1"
"04.01.2016 03:55:00";"2";"0";"223";"6,24";"16777216";"780141";"4,65";"0";"62";"486";"1";"1"
"04.01.2016 04:00:00";"2";"0";"218";"6,1";"16777216";"355677";"2,12";"0";"56";"486";"1";"1"
"04.01.2016 04:05:00";"2";"0";"219";"6,11";"16777216";"489895";"2,92";"0";"70";"486";"1";"1"
"04.01.2016 04:10:00";"2";"0";"249";"6,95";"16777216";"1206282";"7,19";"18";"79";"486";"1";"1"
"04.01.2016 04:15:00";"2";"0";"215";"6,01";"16777216";"904292";"5,39";"0";"74";"486";"1";"1"
"04.01.2016 04:20:00";"2";"0";"215";"6,02";"16777216";"837183";"4,99";"0";"64";"486";"2";"1"
