"Timestamp";"CPU cores";"CPU capacity provisioned [MHZ]";"CPU usage [MHZ]";"CPU usage [%]";"Memory capacity provisioned [KB]";"Memory usage [KB]";"Memory usage [%]";"Disk read throughput [KB/s]";"Disk write throughput [KB/s]";"Disk size [GB]";"Network received throughput [KB/s]";"Network transmitted throughput [KB/s]"
"04.01.2016 00:00:00";"2";"0";"2592";"56,44";"8388608";"1010827";"12,05";"0";"10";"24";"18";"22"
"04.01.2016 00:05:00";"2";"0";"2585";"56,27";"8388608";"1324561";"15,79";"0";"11";"24";"22";"25"
"04.01.2016 00:10:00";"2";"0";"2608";"56,77";"8388608";"1027604";"12,25";"0";"12";"24";"24";"31"
"04.01.2016 00:15:00";"2";"0";"2604";"56,68";"8388608";"1207121";"14,39";"0";"11";"24";"21";"22"
"04.01.2016 00:20:00";"2";"0";"2679";"58,32";"8388608";"1486461";"17,72";"0";"21";"24";"45";"1080"
"04.01.2016 00:25:00";"2";"0";"2592";"56,43";"8388608";"2873098";"34,25";"0";"9";"24";"25";"26"
"04.01.2016 00:30:00";"2";"0";"2589";"56,37";"8388608";"1329594";"15,85";"0";"9";"24";"22";"30"
"04.01.2016 00:35:00";"2";"0";"2600";"56,6";"8388608";"2347971";"27,99";"0";"30";"24";"13";"12"
"04.01.2016 00:40:00";"2";"0";"2594";"56,46";"8388608";"1475556";"17,59";"0";"8";"24";"14";"15"
"04.01.2016 00:45:00";"2";"0";"2579";"56,14";"8388608";"1140012";"13,59";"0";"8";"24";"16";"15"
"04.01.2016 00:50:00";"2";"0";"2603";"56,67";"8388608";"1106457";"13,19";"0";"9";"24";"16";"20"
"04.01.2016 00:55:00";"2";"0";"2606";"56,74";"8388608";"1072903";"12,79";"0";"8";"24";"15";"15"
"04.01.2016 01:00:00";"2";"0";"2589";"56,37";"8388608";"1123235";"13,39";"0";"9";"24";"13";"17"
"04.01.2016 01:05:00";"2";"0";"2585";"56,28";"8388608";"1274230";"15,19";"0";"9";"24";"13";"15"
"04.01.2016 01:10:00";"2";"0";"2596";"56,51";"8388608";"1123235";"13,39";"0";"8";"24";"12";"12"
"04.01.2016 01:15:00";"2";"0";"2606";"56,73";"8388608";"955462";"11,39";"0";"9";"24";"11";"14"
"04.01.2016 01:20:00";"2";"0";"2587";"56,32";"8388608";"1089680";"12,99";"0";"9";"24";"12";"11"
"04.01.2016 01:25:00";"2";"0";"2614";"56,91";"8388608";"1140012";"13,59";"0";"8";"24";"15";"17"
"04.01.2016 01:30:00";"2";"0";"2585";"56,28";"8388608";"1106457";"13,19";"0";"9";"24";"15";"19"
"04.01.2016 01:35:00";"2";"0";"2577";"56,1";"8388608";"2241436";"26,72";"0";"10";"24";"17";"18"
"04.01.2016 01:40:00";"2";"0";"2608";"56,77";"8388608";"1442002";"17,19";"0";"8";"24";"13";"11"
"04.01.2016 01:45:00";"2";"0";"2603";"56,65";"8388608";"1156789";"13,79";"0";"10";"24";"18";"24"
"04.01.2016 01:50:00";"2";"0";"2598";"56,55";"8388608";"1016699";"12,12";"0";"9";"24";"15";"14"
"04.01.2016 01:55:00";"2";"0";"2597";"56,54";"8388608";"1044382";"12,45";"0";"8";"24";"9";"9"
"04.01.2016 02:00:00";"2";"0";"2593";"56,44";"8388608";"972240";"11,59";"0";"8";"24";"11";"10"
"04.01.2016 02:05:00";"2";"0";"2598";"56,55";"8388608";"1022571";"12,19";"0";"10";"24";"10";"10"
"04.01.2016 02:10:00";"2";"0";"2592";"56,42";"8388608";"905131";"10,79";"0";"8";"24";"11";"11"
"04.01.2016 02:15:00";"2";"0";"2594";"56,46";"8388608";"871576";"10,39";"0";"10";"24";"17";"18"
"04.01.2016 02:20:00";"2";"0";"2589";"56,35";"8388608";"854799";"10,19";"0";"8";"24";"13";"15"
"04.01.2016 02:25:00";"2";"0";"2602";"56,64";"8388608";"1173566";"13,99";"0";"9";"24";"16";"14"
"04.01.2016 02:30:00";"2";"0";"2606";"56,73";"8388608";"1173566";"13,99";"0";"10";"24";"9";"11"
"04.01.2016 02:35:00";"2";"0";"2580";"56,17";"8388608";"2207882";"26,32";"0";"9";"24";"12";"11"
"04.01.2016 02:40:00";"2";"0";"2603";"56,67";"8388608";"1408447";"16,79";"0";"9";"24";"10";"9"
"04.01.2016 02:45:00";"2";"0";"2580";"56,17";"8388608";"1207121";"14,39";"0";"8";"24";"10";"8"
"04.01.2016 02:50:00";"2";"0";"2589";"56,36";"8388608";"1167694";"13,92";"0";"8";"24";"13";"13"
"04.01.2016 02:55:00";"2";"0";"2589";"56,35";"8388608";"960496";"11,45";"0";"9";"24";"12";"10"
"04.01.2016 03:00:00";"2";"0";"2613";"56,89";"8388608";"983145";"11,72";"0";"8";"24";"12";"13"
"04.01.2016 03:05:00";"2";"0";"2577";"56,1";"8388608";"1100585";"13,12";"0";"10";"24";"15";"15"
"04.01.2016 03:10:00";"2";"0";"2593";"56,44";"8388608";"1039349";"12,39";"0";"8";"24";"11";"12"
"04.01.2016 03:15:00";"2";"0";"2601";"56,62";"8388608";"977273";"11,65";"0";"9";"24";"12";"11"
"04.01.2016 03:20:00";"2";"0";"2587";"56,31";"8388608";"1022571";"12,19";"0";"8";"24";"10";"10"
"04.01.2016 03:25:00";"2";"0";"2591";"56,41";"8388608";"916036";"10,92";"0";"9";"24";"11";"9"
"04.01.2016 03:30:00";"2";"0";"2597";"56,55";"8388608";"1111491";"13,25";"0";"9";"24";"13";"13"
"04.01.2016 03:35:00";"2";"0";"2581";"56,18";"8388608";"2297640";"27,39";"0";"9";"24";"15";"16"
"04.01.2016 03:40:00";"2";"0";"2593";"56,45";"8388608";"1654233";"19,72";"0";"8";"24";"8";"8"
"04.01.2016 03:45:00";"2";"0";"2597";"56,54";"8388608";"1117363";"13,32";"0";"8";"24";"11";"10"
"04.01.2016 03:50:00";"2";"0";"2601";"56,61";"8388608";"1156789";"13,79";"0";"42";"24";"13";"16"
"04.01.2016 03:55:00";"2";"0";"2616";"56,94";"8388608";"1262486";"15,05";"0";"10";"24";"17";"17"
"04.01.2016 04:00:00";"2";"0";"2607";"56,75";"8388608";"1195377";"14,25";"0";"10";"24";"15";"13"
"04.01.2016 04:05:00";"2";"0";"2584";"56,26";"8388608";"1061159";"12,65";"0";"9";"24";"12";"13"
"04.01.2016 04:10:00";"2";"0";"2610";"56,82";"8388608";"1279263";"15,25";"0";"8";"24";"15";"13"
"04.01.2016 04:15:00";"2";"0";"2602";"56,65";"8388608";"1039349";"12,39";"0";"9";"24";"15";"17"
"04.01.2016 04:20:00";"2";"0";"2601";"56,62";"8388608";"1150917";"13,72";"0";"9";"24";"16";"14"
"04.01.2016 04:25:00";"2";"0";"2588";"56,35";"8388608";"989017";"11,79";"0";"10";"24";"14";"15"
"04.01.2016 04:30:00";"2";"0";"2608";"56,77";"8388608";"1128268";"13,45";"0";"8";"24";"16";"15"
"04.01.2016 04:35:00";"2";"0";"2586";"56,3";"8388608";"2113090";"25,19";"0";"10";"24";"17";"16"
"04.01.2016 04:40:00";"2";"0";"2608";"56,77";"8388608";"1514144";"18,05";"0";"9";"24";"17";"15"
"04.01.2016 04:45:00";"2";"0";"2608";"56,77";"8388608";"1056126";"12,59";"0";"8";"24";"14";"16"
"04.01.2016 04:50:00";"2";"0";"2602";"56,64";"8388608";"932813";"11,12";"0";"9";"24";"18";"17"
"04.01.2016 04:55:00";"2";"0";"2607";"56,76";"8388608";"989017";"11,79";"0";"10";"24";"15";"15"
"04.01.2016 05:00:00";"2";"0";"2613";"56,89";"8388608";"1123235";"13,39";"0";"10";"24";"14";"12"
"04.01.2016 05:05:00";"2";"0";"2586";"56,29";"8388608";"955462";"11,39";"0";"10";"24";"13";"14"
"04.01.2016 05:10:00";"2";"0";"2607";"56,75";"8388608";"1010827";"12,05";"0";"9";"24";"18";"19"
"04.01.2016 05:15:00";"2";"0";"2604";"56,68";"8388608";"1094713";"13,05";"0";"10";"24";"13";"17"
"04.01.2016 05:20:00";"2";"0";"2587";"56,31";"8388608";"1123235";"13,39";"0";"9";"24";"14";"13"
"04.01.2016 05:25:00";"2";"0";"2598";"56,55";"8388608";"888354";"10,59";"0";"8";"24";"15";"15"
"04.01.2016 05:30:00";"2";"0";"2603";"56,66";"8388608";"876610";"10,45";"0";"10";"24";"17";"17"
"04.01.2016 05:35:00";"2";"0";"2589";"56,35";"8388608";"1861432";"22,19";"0";"11";"24";"15";"17"
"04.01.2016 05:40:00";"2";"0";"2595";"56,49";"8388608";"1402575";"16,72";"0";"10";"24";"21";"18"
"04.01.2016 05:45:00";"2";"0";"2605";"56,72";"8388608";"1027604";"12,25";"0";"10";"24";"14";"18"
"04.01.2016 05:50:00";"2";"0";"2599";"56,58";"8388608";"1027604";"12,25";"0";"10";"24";"23";"21"
"04.01.2016 05:55:00";"2";"0";"2605";"56,7";"8388608";"1089680";"12,99";"0";"8";"24";"15";"15"
"04.01.2016 06:00:00";"2";"0";"2601";"56,61";"8388608";"1195377";"14,25";"0";"9";"24";"18";"19"
"04.01.2016 06:05:00";"2";"0";"2593";"56,45";"8388608";"1022571";"12,19";"0";"10";"24";"16";"18"
"04.01.2016 06:10:00";"2";"0";"2609";"56,79";"8388608";"943718";"11,25";"0";"9";"24";"18";"17"
"04.01.2016 06:15:00";"2";"0";"2590";"56,39";"8388608";"1228931";"14,65";"0";"10";"24";"14";"16"
"04.01.2016 06:20:00";"2";"0";"2603";"56,67";"8388608";"1067031";"12,72";"0";"9";"24";"15";"15"
"04.01.2016 06:25:00";"2";"0";"2603";"56,66";"8388608";"1111491";"13,25";"0";"10";"24";"13";"13"
